age,job,marital,education,default,housing,loan,balance,duration,campaign,previous,term_deposit,date
58,management,married,tertiary,0,0,0,3228,58,2,0,0,aug 19
52,self-employed,married,tertiary,0,0,0,605,191,4,0,0,aug 19
39,management,single,tertiary,1,1,0,-401,274,4,0,0,aug 19
53,admin.,married,secondary,0,0,0,172,80,6,0,0,aug 19
51,management,divorced,tertiary,0,0,0,45,95,4,0,0,aug 19
46,management,married,tertiary,0,1,0,71,220,4,0,0,aug 19
32,technician,married,secondary,0,1,0,266,168,2,0,0,aug 19
33,technician,divorced,secondary,0,0,0,295,360,2,0,0,aug 19
33,management,married,tertiary,0,1,0,808,12,16,0,0,aug 19
31,management,single,tertiary,0,0,0,0,133,2,0,0,aug 19
37,technician,single,tertiary,0,0,0,971,120,6,0,0,aug 19
46,technician,single,secondary,0,0,0,401,69,2,0,0,aug 19
44,technician,married,secondary,0,1,0,1127,82,8,0,0,aug 19
52,technician,divorced,tertiary,0,0,0,0,119,2,0,0,aug 19
50,blue-collar,married,primary,0,0,0,-1,195,2,0,0,aug 19
43,housemaid,divorced,tertiary,0,1,0,42,696,2,0,0,aug 19
30,technician,married,secondary,0,0,0,-189,105,2,0,0,aug 19
57,management,married,tertiary,0,0,0,929,387,8,0,0,aug 19
48,technician,divorced,tertiary,0,0,1,83,243,6,0,0,aug 19
51,blue-collar,married,secondary,0,0,0,950,377,2,0,0,aug 19
40,technician,divorced,secondary,0,0,0,0,60,2,0,0,aug 19
34,technician,married,secondary,0,0,0,56,91,2,0,0,aug 19
43,technician,married,secondary,0,0,0,0,103,2,0,0,aug 19
57,technician,divorced,tertiary,0,0,0,114,281,2,0,0,aug 19
45,blue-collar,married,primary,0,1,0,487,110,4,0,0,aug 19
53,management,married,tertiary,0,0,0,261,100,2,0,0,aug 19
40,management,married,tertiary,0,0,0,409,111,2,0,0,aug 19
55,management,married,tertiary,0,0,0,-408,528,9,0,0,aug 19
31,technician,married,secondary,0,0,1,0,144,4,0,0,aug 19
34,technician,single,tertiary,0,0,0,82,292,4,0,0,aug 19
30,technician,single,secondary,0,0,0,5,120,6,0,0,aug 19
45,admin.,married,secondary,0,1,0,251,102,2,0,0,aug 19
45,blue-collar,married,primary,0,0,0,0,92,2,0,0,aug 19
43,technician,married,secondary,0,1,1,227,124,2,0,0,aug 19
45,management,single,secondary,0,1,0,451,142,2,0,0,aug 19
55,retired,married,secondary,0,0,0,168,79,2,0,0,aug 19
58,retired,married,secondary,0,0,0,0,153,2,0,0,aug 19
33,blue-collar,married,tertiary,0,0,0,1465,98,4,0,0,aug 19
31,technician,married,secondary,0,0,0,297,551,4,0,0,aug 19
36,admin.,divorced,secondary,0,0,0,11,97,2,0,0,aug 19
34,management,single,tertiary,0,1,0,-292,181,6,0,0,aug 19
39,management,married,tertiary,0,0,0,1373,386,2,0,0,aug 19
39,management,married,tertiary,0,0,0,88,349,4,0,0,aug 19
50,admin.,married,secondary,0,0,0,-1415,358,2,0,0,aug 19
42,technician,divorced,secondary,0,0,0,58,153,2,0,0,aug 19
57,retired,married,secondary,0,0,0,-133,197,2,0,0,aug 19
60,retired,married,primary,0,0,0,420,245,2,0,0,aug 19
33,self-employed,married,secondary,0,0,0,47,168,2,0,0,aug 19
39,technician,single,secondary,0,0,0,1,111,2,0,0,aug 19
59,retired,married,primary,0,0,0,0,288,2,0,0,aug 19
30,technician,single,secondary,0,0,0,8,28,17,0,0,aug 19
53,technician,married,secondary,0,0,0,3429,280,4,0,0,aug 19
30,management,single,tertiary,0,0,1,-58,15,18,0,0,aug 19
47,admin.,married,secondary,0,0,0,5401,824,2,0,0,aug 19
32,management,single,tertiary,0,1,0,1625,451,6,0,0,aug 19
54,technician,divorced,secondary,0,0,0,-291,99,2,0,0,aug 19
56,management,married,tertiary,0,0,0,0,486,4,0,0,aug 19
32,technician,single,secondary,0,0,0,29,156,2,0,0,aug 19
33,management,single,tertiary,0,0,0,0,53,4,0,0,aug 19
46,technician,married,secondary,0,1,1,966,40,2,0,0,aug 19
46,management,married,tertiary,0,0,0,0,328,1,0,0,aug 19
33,technician,married,secondary,1,0,1,18,19,18,0,0,aug 19
35,management,married,tertiary,0,1,0,86,144,3,0,0,aug 19
46,technician,single,secondary,0,0,0,0,42,1,0,0,aug 19
35,management,married,tertiary,0,0,0,299,1059,5,0,0,aug 19
33,technician,married,secondary,0,0,0,2666,117,3,0,0,aug 19
52,management,married,tertiary,0,0,0,7135,1032,3,0,1,aug 19
31,technician,married,secondary,0,0,0,1072,141,3,0,0,aug 19
32,technician,married,tertiary,0,0,0,60,153,7,0,0,aug 19
56,technician,divorced,secondary,0,0,0,5,98,1,0,0,aug 19
34,technician,single,secondary,0,0,0,179,294,3,0,0,aug 19
34,management,married,tertiary,0,0,0,46,729,5,0,0,aug 19
33,technician,single,tertiary,0,0,0,123,264,1,0,0,aug 19
52,management,single,tertiary,0,0,0,1205,18,20,0,0,aug 19
58,retired,married,tertiary,0,0,1,258,285,1,0,0,aug 19
42,technician,single,secondary,0,0,0,3,367,1,0,0,aug 19
32,management,single,tertiary,0,0,0,0,178,1,0,0,aug 19
32,technician,married,secondary,0,0,0,0,87,1,0,0,aug 19
43,management,divorced,tertiary,0,0,0,3820,86,5,0,0,aug 19
33,technician,single,secondary,0,0,0,268,255,1,0,0,aug 19
46,technician,married,secondary,0,0,0,167,155,3,0,0,aug 19
47,technician,divorced,secondary,0,0,0,266,88,1,0,0,aug 19
39,technician,single,secondary,0,0,0,-225,220,1,0,0,aug 19
52,management,divorced,tertiary,0,0,0,96,134,1,0,0,aug 19
42,management,married,tertiary,0,0,0,559,88,1,0,0,aug 19
48,blue-collar,married,primary,0,0,0,347,199,3,0,0,aug 19
50,services,married,secondary,0,0,0,128,173,1,0,0,aug 19
35,management,single,tertiary,0,1,0,3576,68,1,0,0,aug 19
40,technician,married,tertiary,0,0,0,0,44,1,0,0,aug 19
41,management,married,tertiary,0,0,0,30,171,7,0,0,aug 19
48,blue-collar,married,primary,0,0,0,147,158,8,0,0,aug 19
59,retired,married,secondary,0,0,1,19,271,3,0,0,aug 19
47,housemaid,divorced,secondary,0,0,0,1361,59,3,0,0,aug 19
41,self-employed,married,tertiary,0,0,0,57,61,5,0,0,aug 19
36,technician,married,secondary,0,0,0,1840,61,6,0,0,aug 19
53,blue-collar,married,secondary,0,0,0,20,106,7,0,0,aug 19
57,retired,married,secondary,0,0,0,81,118,3,0,0,aug 19
52,technician,married,secondary,0,0,0,-240,392,3,0,0,aug 19
43,technician,married,secondary,0,0,0,0,313,3,0,0,aug 19
30,management,married,tertiary,0,0,0,151,82,4,0,0,aug 19
51,housemaid,divorced,tertiary,0,1,0,370,109,3,0,0,aug 19
33,technician,married,secondary,0,0,0,0,78,3,0,0,aug 19
41,technician,single,tertiary,0,0,0,15302,121,4,0,0,aug 19
39,management,married,tertiary,0,0,0,218,97,9,0,0,aug 19
31,management,married,tertiary,0,0,0,50,37,5,0,0,aug 19
50,technician,married,tertiary,0,0,0,329,329,4,0,0,aug 19
46,blue-collar,married,secondary,0,1,0,1109,221,12,0,0,aug 19
44,management,married,tertiary,0,0,0,1802,105,5,0,0,aug 19
53,self-employed,married,tertiary,0,0,0,2013,268,14,0,0,aug 19
43,technician,divorced,secondary,0,0,0,0,332,3,0,0,aug 19
50,services,married,secondary,0,0,0,1687,205,5,0,0,aug 19
47,services,married,secondary,0,0,0,459,599,3,0,0,aug 19
47,management,married,tertiary,0,0,0,600,290,15,0,1,aug 19
36,management,married,tertiary,0,0,0,85,249,3,0,0,aug 19
56,technician,married,secondary,0,0,0,1750,629,7,0,0,aug 19
51,technician,married,primary,0,0,0,260,137,2,0,0,aug 19
48,technician,married,secondary,0,1,0,606,231,4,0,0,aug 19
34,technician,single,tertiary,0,0,0,2671,119,9,0,0,aug 19
43,unemployed,married,secondary,0,0,1,174,308,2,0,0,aug 19
53,technician,married,secondary,0,0,0,428,609,4,0,0,aug 19
44,management,married,secondary,0,0,0,238,147,3,0,0,aug 19
33,technician,divorced,tertiary,0,0,0,39,123,5,0,0,aug 19
37,technician,single,tertiary,0,0,0,1661,199,5,0,0,aug 19
38,management,married,tertiary,0,0,0,0,219,2,0,0,aug 19
49,management,single,tertiary,0,0,0,370,386,3,0,0,aug 19
48,blue-collar,married,secondary,0,0,0,0,112,7,0,0,aug 19
56,management,married,tertiary,0,1,1,96,173,11,0,0,aug 19
47,technician,divorced,secondary,0,0,0,191,228,5,0,0,aug 19
33,unemployed,married,tertiary,0,0,0,123,207,3,0,0,aug 19
42,admin.,married,secondary,0,0,0,329,347,3,0,0,aug 19
34,admin.,married,secondary,0,0,0,445,256,2,0,0,aug 19
53,technician,married,secondary,0,0,0,1344,85,6,0,0,aug 19
56,housemaid,married,primary,0,0,0,605,207,6,0,0,aug 19
55,technician,divorced,tertiary,0,0,0,1402,187,4,0,0,aug 19
34,management,married,tertiary,0,0,1,396,166,3,0,0,aug 19
35,technician,divorced,secondary,0,0,0,82,152,3,0,0,aug 19
33,self-employed,single,tertiary,0,0,0,61,836,3,0,1,aug 19
55,blue-collar,married,primary,0,1,0,-1217,242,4,0,0,aug 19
58,blue-collar,married,secondary,0,0,0,72,235,5,0,0,aug 19
56,blue-collar,married,primary,0,1,0,2324,132,4,0,0,aug 19
46,self-employed,married,tertiary,0,0,0,226,561,3,0,0,aug 19
32,management,married,tertiary,0,0,0,5878,159,2,0,0,aug 19
32,technician,divorced,secondary,0,1,0,3345,1200,3,0,0,aug 19
43,technician,divorced,tertiary,0,0,0,101,173,3,0,0,aug 19
53,blue-collar,married,secondary,1,0,0,-634,695,3,0,0,aug 19
32,technician,divorced,secondary,0,0,0,0,103,4,0,0,aug 19
33,management,married,tertiary,0,1,0,1412,480,1,0,1,aug 19
32,management,single,tertiary,0,0,0,1,108,5,0,0,aug 20
47,technician,married,secondary,0,0,0,677,131,8,0,0,aug 20
49,blue-collar,married,primary,0,1,0,-165,129,4,0,0,aug 20
46,admin.,married,secondary,0,1,0,979,80,5,0,0,aug 20
55,technician,divorced,secondary,0,0,0,852,83,6,0,0,aug 20
42,management,married,tertiary,0,0,0,7,582,7,0,0,aug 20
52,management,married,secondary,0,0,0,264,68,8,0,0,aug 20
43,self-employed,married,tertiary,0,0,0,488,190,12,0,0,aug 20
34,management,married,tertiary,0,0,0,1339,255,8,0,0,aug 20
31,technician,married,secondary,0,0,0,0,117,4,0,0,aug 20
42,technician,married,secondary,0,0,0,233,143,4,0,0,aug 20
58,retired,married,secondary,0,0,0,168,183,4,0,0,aug 20
53,management,married,tertiary,0,0,0,75,216,2,0,0,aug 20
42,technician,married,secondary,0,0,0,439,143,2,0,0,aug 20
48,blue-collar,married,primary,0,0,0,8,43,2,0,0,aug 20
51,technician,married,secondary,0,1,0,180,154,2,0,0,aug 20
41,technician,divorced,secondary,0,0,0,52,261,2,0,0,aug 20
41,management,married,tertiary,0,0,0,5561,649,2,0,1,aug 20
31,management,married,tertiary,0,1,1,11,155,2,0,0,aug 20
47,technician,married,secondary,0,0,0,11,162,2,0,0,aug 20
49,services,married,secondary,0,0,0,314,30,2,0,0,aug 20
47,unemployed,married,primary,0,0,0,798,89,2,0,0,aug 20
46,technician,married,tertiary,0,0,0,591,50,3,0,0,aug 20
52,blue-collar,married,secondary,0,0,0,223,81,4,0,0,aug 20
48,services,married,secondary,1,0,0,-20,142,2,0,0,aug 20
30,technician,single,secondary,0,0,1,3048,223,2,0,0,aug 20
30,technician,married,secondary,0,0,0,26,55,2,0,0,aug 20
50,management,divorced,tertiary,0,0,0,30,76,2,0,0,aug 20
33,technician,single,secondary,1,0,1,-374,160,2,0,0,aug 20
33,technician,married,secondary,0,1,1,956,120,2,0,0,aug 20
45,management,divorced,tertiary,0,1,0,839,121,4,0,0,aug 20
44,technician,married,secondary,0,1,0,331,256,4,0,0,aug 20
32,technician,single,secondary,0,1,0,0,322,2,0,0,aug 20
44,technician,single,secondary,0,0,0,0,156,2,0,0,aug 20
46,management,divorced,tertiary,0,0,0,0,50,2,0,0,aug 20
45,management,divorced,secondary,0,0,0,705,132,4,0,0,aug 20
47,technician,divorced,secondary,0,0,0,689,64,2,0,0,aug 20
31,management,married,secondary,0,0,0,2294,483,2,0,0,aug 20
48,technician,divorced,tertiary,0,0,0,375,212,2,0,0,aug 20
53,management,married,tertiary,0,0,0,404,329,4,0,0,aug 20
33,management,married,secondary,1,0,1,7,239,2,0,0,aug 20
34,technician,married,tertiary,0,0,0,0,129,2,0,0,aug 20
40,technician,married,secondary,0,1,0,2228,150,2,0,0,aug 20
52,technician,married,secondary,0,0,0,-33,257,2,0,0,aug 20
39,management,married,tertiary,0,0,1,2320,25,2,0,0,aug 20
40,housemaid,divorced,secondary,0,0,0,4328,133,2,0,0,aug 20
58,blue-collar,married,secondary,0,0,0,1626,391,4,0,0,aug 20
54,housemaid,married,primary,0,0,0,194,127,2,0,0,aug 20
52,self-employed,married,secondary,0,1,0,-163,138,2,0,0,aug 20
31,technician,married,secondary,0,1,0,310,228,2,0,0,aug 20
38,technician,single,secondary,0,0,0,367,128,2,0,0,aug 20
39,management,married,tertiary,0,0,0,51,140,2,0,0,aug 20
30,technician,single,tertiary,0,0,0,1,88,2,0,0,aug 20
42,management,married,tertiary,0,0,0,160,97,2,0,0,aug 20
57,retired,married,primary,0,0,0,0,340,4,0,0,aug 20
32,technician,married,secondary,0,0,0,2802,157,2,0,0,aug 20
53,management,married,tertiary,0,0,0,15,921,2,0,1,aug 20
46,management,divorced,secondary,0,0,0,177,84,2,0,0,aug 20
34,technician,single,secondary,0,0,0,0,113,2,0,0,aug 20
42,management,single,secondary,0,0,0,164,500,2,0,0,aug 20
37,management,married,tertiary,0,0,0,0,179,2,0,0,aug 20
38,technician,single,secondary,0,0,0,260,53,2,0,0,aug 20
42,management,divorced,tertiary,0,1,0,0,155,4,0,0,aug 20
40,admin.,single,tertiary,0,0,0,27,467,2,0,1,aug 20
50,admin.,married,secondary,0,0,0,1431,112,4,0,0,aug 20
31,services,married,secondary,0,0,0,182,231,2,0,0,aug 20
38,technician,single,secondary,0,0,0,0,124,4,0,0,aug 20
53,blue-collar,married,primary,0,0,0,570,158,4,0,0,aug 20
40,technician,single,tertiary,0,0,0,47,110,4,0,0,aug 20
37,management,single,tertiary,0,0,0,1572,90,6,0,0,aug 20
52,technician,divorced,secondary,0,0,1,511,98,4,0,0,aug 20
37,technician,divorced,secondary,0,0,0,23,289,2,0,0,aug 20
31,technician,married,secondary,0,0,0,141,110,2,0,0,aug 20
42,management,single,tertiary,0,0,0,227,428,8,0,0,aug 20
53,technician,married,secondary,0,1,0,1357,123,2,0,0,aug 20
34,technician,married,tertiary,0,0,0,2069,328,2,0,0,aug 20
56,admin.,married,secondary,0,0,0,374,193,4,0,0,aug 20
41,technician,divorced,secondary,0,0,0,75,351,2,0,0,aug 20
38,management,married,secondary,0,0,0,124,202,2,0,0,aug 20
33,management,single,tertiary,0,0,0,47,203,4,0,0,aug 20
44,self-employed,married,tertiary,0,0,0,1196,552,5,0,1,aug 20
51,unemployed,married,secondary,0,0,0,107,79,4,0,0,aug 20
43,entrepreneur,married,secondary,0,0,1,469,89,2,0,0,aug 20
32,services,married,secondary,0,0,0,11,322,2,0,0,aug 20
38,technician,married,secondary,0,0,0,565,93,2,0,0,aug 20
54,blue-collar,married,primary,0,0,0,2584,387,7,0,0,aug 20
32,management,married,secondary,0,0,0,0,162,4,0,0,aug 20
30,management,single,secondary,0,0,0,46,93,4,0,0,aug 20
42,technician,divorced,secondary,0,0,0,19,875,4,0,1,aug 20
48,admin.,married,secondary,0,0,0,0,108,4,0,0,aug 20
30,management,married,tertiary,0,0,0,1390,552,4,0,0,aug 20
38,technician,married,secondary,0,1,0,79,209,2,0,0,aug 20
34,management,married,tertiary,0,0,0,0,263,2,0,0,aug 20
30,services,married,secondary,0,0,0,114,185,4,0,0,aug 20
38,management,single,tertiary,0,0,0,38,105,2,0,0,aug 20
33,technician,married,tertiary,1,0,0,56,75,2,0,0,aug 20
38,technician,married,tertiary,0,0,0,536,360,4,0,0,aug 20
34,technician,married,secondary,0,0,1,1194,219,2,0,0,aug 20
39,management,married,tertiary,0,1,0,5060,157,4,0,0,aug 20
33,technician,married,secondary,0,0,0,0,113,4,0,0,aug 20
34,technician,married,tertiary,0,0,0,100,196,2,0,0,aug 20
40,management,married,secondary,0,0,0,569,129,2,0,0,aug 20
33,technician,single,secondary,0,0,1,541,118,2,0,0,aug 20
42,entrepreneur,married,primary,0,0,0,149,94,2,0,0,aug 20
47,services,married,primary,0,1,1,0,138,4,0,0,aug 20
56,retired,married,primary,0,0,0,681,204,4,0,0,aug 20
34,management,married,tertiary,0,0,0,881,112,2,0,0,aug 20
55,blue-collar,married,secondary,0,0,0,1218,107,2,0,0,aug 20
55,admin.,married,secondary,0,0,0,128,359,2,0,0,aug 20
34,technician,single,secondary,0,0,0,112,123,2,0,0,aug 20
50,technician,married,secondary,0,0,0,-584,75,2,0,0,aug 20
41,technician,married,secondary,0,0,0,248,156,2,0,0,aug 20
39,technician,single,secondary,0,0,0,0,332,4,0,0,aug 20
33,management,single,tertiary,0,0,0,432,588,6,0,1,aug 20
34,housemaid,married,primary,0,0,0,4,55,4,0,0,aug 20
56,blue-collar,married,secondary,0,0,0,300,184,3,0,0,aug 20
32,technician,single,secondary,0,0,1,68,237,4,0,0,aug 20
44,management,married,tertiary,0,0,0,0,122,2,0,0,aug 20
32,technician,single,secondary,0,1,0,-22,215,2,0,0,aug 20
37,technician,married,secondary,0,0,0,-318,25,20,0,0,aug 20
39,services,married,tertiary,0,0,0,35,211,3,0,0,aug 20
45,management,married,tertiary,0,0,0,0,71,2,0,0,aug 20
46,technician,married,secondary,0,0,0,78,172,2,0,0,aug 20
36,technician,married,secondary,0,0,0,3,100,4,0,0,aug 20
32,management,married,tertiary,0,0,1,169,119,2,0,0,aug 20
53,blue-collar,married,primary,0,1,0,-39,87,2,0,0,aug 20
34,technician,married,secondary,0,0,0,1553,200,2,0,0,aug 20
51,blue-collar,married,secondary,0,0,1,51,214,8,0,0,aug 20
31,management,married,tertiary,0,0,0,792,763,14,0,1,aug 20
45,management,divorced,tertiary,0,0,1,-96,95,2,0,0,aug 20
31,management,married,tertiary,0,0,0,69,195,2,0,0,aug 20
32,technician,married,secondary,0,0,0,20,210,2,0,0,aug 20
42,management,married,tertiary,0,0,0,251,413,2,0,0,aug 20
47,housemaid,married,secondary,0,0,0,0,97,3,0,0,aug 20
43,management,married,tertiary,0,0,1,2,472,2,0,0,aug 20
37,management,divorced,secondary,0,0,0,414,352,4,0,0,aug 20
41,technician,married,secondary,0,0,0,-4,171,6,0,0,aug 20
32,technician,married,tertiary,0,0,0,587,212,4,0,0,aug 20
32,technician,single,tertiary,0,0,0,0,72,4,0,0,aug 20
35,technician,married,secondary,0,0,0,1144,197,13,0,0,aug 20
46,blue-collar,married,secondary,0,1,1,15,76,3,0,0,aug 20
32,technician,married,secondary,0,0,0,687,161,4,0,0,aug 20
42,self-employed,married,tertiary,0,1,0,83,140,4,0,0,aug 20
46,services,married,secondary,0,0,0,417,81,2,0,0,aug 20
51,admin.,married,primary,0,0,0,173,65,2,0,0,aug 20
51,technician,married,secondary,0,1,0,337,687,4,0,0,aug 20
56,services,married,secondary,0,0,1,9,285,2,0,0,aug 20
45,admin.,married,secondary,0,1,0,638,75,9,0,0,aug 20
37,technician,single,secondary,0,1,0,228,1740,2,0,0,aug 20
49,technician,married,secondary,0,0,0,51,513,4,0,0,aug 20
41,technician,single,secondary,0,0,0,143,744,7,0,0,aug 20
50,blue-collar,married,primary,0,0,1,-219,177,2,0,0,aug 20
36,management,married,tertiary,0,0,0,356,184,6,0,0,aug 20
51,technician,married,secondary,0,0,0,-153,62,4,0,0,aug 20
33,admin.,single,secondary,0,1,0,344,103,4,0,0,aug 20
32,management,married,tertiary,0,0,0,1014,194,6,0,0,aug 20
32,management,married,tertiary,0,0,0,138,94,4,0,0,aug 20
31,management,married,tertiary,0,1,0,22546,88,4,0,0,aug 20
31,management,married,tertiary,0,0,0,156,77,2,0,0,aug 20
39,housemaid,married,secondary,0,1,1,-146,239,2,0,0,aug 20
39,management,married,tertiary,0,0,0,224,414,2,0,0,aug 20
42,housemaid,married,primary,0,0,0,145,252,2,0,0,aug 20
48,services,married,secondary,0,0,1,109,113,4,0,0,aug 20
43,management,married,tertiary,0,0,0,715,88,4,0,0,aug 20
47,technician,married,secondary,0,0,0,275,447,4,0,0,aug 20
39,technician,married,secondary,0,1,0,49,379,4,0,0,aug 20
36,technician,single,secondary,0,1,0,1044,15,19,0,0,aug 20
50,management,married,secondary,0,0,0,2130,203,4,0,0,aug 20
38,management,married,tertiary,0,0,0,3440,471,10,0,0,aug 20
39,technician,divorced,secondary,0,0,0,507,173,4,0,0,aug 20
35,technician,married,secondary,0,0,1,179,82,2,0,0,aug 20
39,technician,married,tertiary,0,0,0,93,162,2,0,0,aug 20
46,blue-collar,married,primary,0,1,0,620,174,2,0,0,aug 20
44,technician,married,secondary,0,0,0,7649,188,6,0,0,aug 20
53,technician,married,tertiary,0,0,0,988,1408,5,0,1,aug 20
50,entrepreneur,divorced,tertiary,0,0,0,101,132,2,0,0,aug 20
60,retired,married,secondary,0,0,0,208,70,4,0,0,aug 20
51,blue-collar,married,secondary,0,1,0,397,293,2,0,0,aug 20
31,technician,married,secondary,0,0,0,0,102,2,0,0,aug 20
49,housemaid,married,secondary,0,0,0,3,118,2,0,0,aug 20
50,blue-collar,married,primary,0,0,0,238,584,2,0,0,aug 20
32,technician,single,secondary,0,1,0,116,718,2,0,1,aug 20
37,management,single,tertiary,0,0,0,361,174,2,0,0,aug 20
40,technician,single,secondary,0,0,1,2244,58,2,0,0,aug 20
50,admin.,married,secondary,0,1,0,242,69,4,0,0,aug 20
46,services,married,secondary,1,0,0,130,95,2,0,0,aug 20
55,admin.,married,secondary,0,0,0,51,94,2,0,0,aug 20
60,admin.,married,tertiary,0,0,0,1614,921,6,0,1,aug 20
30,management,married,tertiary,0,0,0,294,605,4,0,0,aug 20
35,management,married,tertiary,0,1,0,24,174,2,0,0,aug 20
35,technician,single,secondary,0,0,0,0,111,2,0,0,aug 20
36,technician,married,tertiary,0,0,0,0,245,1,0,0,aug 20
47,services,married,secondary,0,1,0,439,156,12,0,0,aug 20
37,management,married,tertiary,0,0,0,16,280,1,0,0,aug 20
46,management,married,tertiary,0,1,1,110,243,5,0,0,aug 20
32,management,married,tertiary,0,0,0,7743,358,3,0,0,aug 20
48,management,single,secondary,0,1,0,-18,430,4,0,0,aug 20
30,technician,divorced,secondary,0,0,0,2403,132,2,0,0,aug 20
49,management,married,tertiary,0,1,0,1912,380,4,0,0,aug 20
39,technician,married,secondary,0,0,0,0,327,3,0,0,aug 20
33,technician,single,secondary,0,1,0,163,627,2,0,1,aug 20
47,services,married,secondary,0,1,0,665,251,3,0,0,aug 20
44,management,married,tertiary,0,0,0,5004,175,2,0,0,aug 20
46,blue-collar,married,secondary,0,0,0,3547,395,6,0,0,aug 20
36,technician,married,secondary,0,1,0,196,687,2,0,0,aug 20
43,technician,married,secondary,0,0,0,481,196,2,0,0,aug 20
30,technician,single,secondary,0,0,0,790,696,3,0,0,aug 20
37,management,single,tertiary,0,0,0,198,304,5,0,0,aug 20
33,management,divorced,secondary,0,0,0,106,175,3,0,0,aug 20
31,technician,single,secondary,0,0,0,159,129,1,0,0,aug 20
41,housemaid,married,secondary,0,0,0,304,132,1,0,0,aug 20
33,management,single,tertiary,0,0,0,0,291,1,0,0,aug 20
47,services,married,secondary,0,0,0,1717,216,9,0,0,aug 20
47,technician,married,secondary,0,0,0,52,881,4,0,0,aug 20
49,admin.,married,secondary,0,0,0,2465,157,3,0,0,aug 20
32,technician,single,secondary,0,0,0,0,92,4,0,0,aug 20
32,management,married,secondary,0,0,0,375,135,3,0,0,aug 20
57,housemaid,married,primary,0,0,0,0,252,3,0,0,aug 20
48,blue-collar,married,secondary,0,1,0,1143,93,3,0,0,aug 20
44,housemaid,married,primary,0,0,0,0,174,5,0,0,aug 20
39,management,married,tertiary,0,0,0,208,170,4,0,0,aug 20
44,management,married,tertiary,0,0,0,70,165,3,0,0,aug 20
44,management,married,tertiary,0,1,0,0,141,3,0,0,aug 20
35,entrepreneur,divorced,secondary,0,0,0,80,67,5,0,0,aug 20
51,management,married,tertiary,0,0,0,7631,896,8,0,0,aug 20
37,technician,married,tertiary,0,0,0,247,625,6,0,1,aug 20
31,management,single,tertiary,0,1,0,2085,147,4,0,0,aug 20
59,retired,married,primary,0,0,0,2568,63,5,0,0,aug 20
52,blue-collar,married,primary,0,1,0,584,76,18,0,0,aug 20
38,technician,single,tertiary,0,0,0,221,79,3,0,0,aug 20
40,management,married,tertiary,0,1,0,526,113,4,0,0,aug 20
42,housemaid,married,primary,0,0,0,2328,133,2,0,0,aug 20
32,technician,single,secondary,0,0,0,432,559,3,0,0,aug 20
54,self-employed,married,tertiary,0,1,0,0,83,5,0,0,aug 20
32,management,married,tertiary,0,1,0,396,319,3,0,0,aug 20
33,management,single,tertiary,0,0,0,12,471,5,0,0,aug 20
41,technician,married,secondary,0,0,0,0,113,3,0,0,aug 20
38,management,married,tertiary,0,0,0,1555,66,5,0,0,aug 20
40,management,married,tertiary,0,0,0,2014,209,5,0,0,aug 20
33,management,single,tertiary,0,0,0,23,216,3,0,0,aug 20
45,admin.,married,secondary,0,0,0,236,703,2,0,1,aug 20
34,technician,single,tertiary,0,0,0,19,345,3,0,0,aug 20
43,technician,divorced,tertiary,0,0,0,1088,341,3,0,0,aug 20
31,technician,married,tertiary,0,1,0,79,78,12,0,0,aug 20
56,blue-collar,married,secondary,0,0,0,385,210,3,0,0,aug 20
33,management,single,tertiary,0,0,0,215,41,9,0,0,aug 20
40,management,married,tertiary,0,0,0,324,208,2,0,0,aug 20
33,technician,divorced,secondary,0,1,0,558,109,3,0,0,aug 20
40,technician,single,secondary,0,0,0,34,66,3,0,0,aug 20
53,management,divorced,tertiary,0,0,0,913,173,3,0,0,aug 20
34,management,married,tertiary,0,0,0,651,160,4,0,0,aug 20
31,student,single,tertiary,0,0,0,744,124,3,0,0,aug 20
31,technician,single,secondary,0,0,0,36,99,3,0,0,aug 20
46,blue-collar,married,secondary,0,0,0,123,381,3,0,0,aug 20
31,technician,married,secondary,0,0,1,-305,83,3,0,0,aug 20
50,blue-collar,married,primary,0,1,0,8000,221,10,0,0,aug 20
59,entrepreneur,married,tertiary,0,0,1,-23,195,7,0,0,aug 20
33,management,single,tertiary,0,0,0,20794,226,5,0,0,aug 20
35,management,married,tertiary,0,0,1,47,44,9,0,0,aug 20
34,technician,single,secondary,0,0,0,10890,46,14,0,0,aug 20
49,management,married,secondary,0,0,0,601,278,6,0,0,aug 20
55,technician,divorced,secondary,0,1,0,35,126,4,0,0,aug 20
57,management,married,tertiary,0,0,0,3250,162,3,0,0,aug 20
37,management,single,tertiary,0,0,0,0,225,5,0,0,aug 20
31,management,married,tertiary,0,0,0,1170,200,4,0,0,aug 20
33,management,married,tertiary,0,0,0,0,85,5,0,0,aug 20
48,management,married,tertiary,0,1,0,1567,77,3,0,0,aug 20
46,management,married,tertiary,0,0,0,0,96,3,0,0,aug 20
51,housemaid,married,primary,0,0,0,3486,135,11,0,0,aug 20
32,technician,single,tertiary,0,0,0,35,96,8,0,0,aug 20
40,technician,married,secondary,1,1,1,-432,1464,3,0,0,aug 20
38,technician,married,secondary,0,0,0,63,320,4,0,0,aug 20
30,management,single,tertiary,0,0,0,30,220,5,0,0,aug 21
43,technician,married,secondary,0,0,0,253,111,5,0,0,aug 21
42,management,married,tertiary,0,0,0,99,92,4,0,0,aug 21
59,retired,married,primary,0,0,0,56,432,5,0,0,aug 21
