,Impact_Level,Weight,Deceased,Avail_Airbag,Seat_Belt,Front_Impact,Sex,Age,Acc_Year,Veh_Year,Role,Airbag_Deploy,Injury_Severity,Impact_Speed
15796,"[40,54]",0.00016977237800782854,No,No,No,Yes,F,47,2000-01-01,1990-01-01,Passenger,No,2,43.124919619542595
15798,"[10,24]",0.00016925398906686084,No,No,Yes,Yes,F,32,2000-01-01,1996-01-01,Driver,No,1,17.668829340808387
15801,"[25,39]",0.00016925398906686084,No,Yes,No,No,F,31,2000-01-01,1994-01-01,Driver,Yes,3,35.89912984402595
15802,"[10,24]",0.00016925398906686084,No,Yes,Yes,Yes,M,57,2000-01-01,1999-01-01,Driver,Yes,1,22.311771990495288
15803,"[10,24]",0.00016925398906686084,No,Yes,Yes,Yes,M,40,2000-01-01,1999-01-01,Passenger,Yes,1,23.759184905211793
15804,"[10,24]",0.02845191523544122,No,Yes,Yes,Yes,M,25,2000-01-01,1994-01-01,Driver,Yes,0,18.267911996162844
15805,"[10,24]",0.00018297401635826378,No,Yes,Yes,No,F,32,2000-01-01,1997-01-01,Driver,Yes,3,21.355737116582503
15806,"[10,24]",0.00018297401635826378,No,Yes,Yes,Yes,F,25,2000-01-01,1997-01-01,Driver,Yes,3,15.010504119460013
15807,"[10,24]",0.0004685372040412509,No,No,Yes,Yes,F,42,2000-01-01,1994-01-01,Driver,No,3,17.367162835946303
15808,"[10,24]",0.0004685372040412509,No,No,Yes,No,M,39,2000-01-01,1990-01-01,Driver,No,3,21.685843519825326
15809,"[10,24]",0.0004685372040412509,No,No,Yes,No,M,18,2000-01-01,1990-01-01,Passenger,No,3,13.33483148551575
15810,"[10,24]",0.0019274219196136963,No,Yes,Yes,No,M,41,2000-01-01,1999-01-01,Driver,No,2,12.273066102591251
15811,"[10,24]",0.0019274219196136963,No,Yes,Yes,Yes,M,63,2000-01-01,1996-01-01,Driver,No,0,16.144761713736298
15812,"[25,39]",0.005381464709676664,No,Yes,Yes,No,M,34,2000-01-01,1993-01-01,Driver,No,1,36.06710255541319
15813,"[10,24]",0.006356364230779735,No,Yes,No,No,M,70,2000-01-01,1997-01-01,Driver,No,0,18.846557702398353
15814,"[10,24]",0.006356364230779735,No,Yes,Yes,Yes,M,25,2000-01-01,1997-01-01,Driver,No,1,17.535824875957307
15816,"[25,39]",0.00016925398906686084,No,No,No,No,M,47,2000-01-01,1990-01-01,Driver,No,3,34.390913539618154
15817,"[10,24]",0.00020526474079975683,No,Yes,Yes,No,M,25,2000-01-01,1995-01-01,Driver,No,0,13.684897282903512
15818,"[10,24]",0.00020526474079975683,No,Yes,Yes,Yes,M,27,2000-01-01,2000-01-01,Driver,No,0,13.5803239409449
15819,"[10,24]",0.00020526474079975683,No,Yes,Yes,Yes,F,54,2000-01-01,2000-01-01,Passenger,No,3,19.755355078221307
15820,"[25,39]",0.005464199584556934,No,Yes,Yes,Yes,M,24,2000-01-01,1995-01-01,Driver,Yes,0,33.791908837980515
15821,"[40,54]",0.005464199584556934,No,Yes,No,No,F,56,2000-01-01,2000-01-01,Driver,No,1,49.2945790213032
15822,"[10,24]",0.018020841136067407,No,Yes,Yes,Yes,F,19,2000-01-01,1997-01-01,Driver,Yes,2,16.920005343380886
15823,"[25,39]",0.00016925398906686084,No,No,Yes,No,F,17,2000-01-01,1991-01-01,Driver,No,1,40.59819989817742
15824,"[25,39]",0.00016925398906686084,No,No,Yes,No,F,17,2000-01-01,1991-01-01,Passenger,No,3,37.435462252088755
15825,"[25,39]",0.00016925398906686084,No,Yes,Yes,Yes,F,34,2000-01-01,1999-01-01,Driver,Yes,2,24.619788003144123
15826,"[55,inf]",0.0032006715555781043,No,No,Yes,Yes,M,26,2000-01-01,1994-01-01,Driver,No,1,59.26474240696737
15827,"[55,inf]",0.0032006715555781043,No,No,Yes,Yes,F,23,2000-01-01,1994-01-01,Passenger,No,0,62.78189064139007
15828,"[10,24]",0.033066112474383985,No,Yes,Yes,No,M,73,2000-01-01,1995-01-01,Driver,Yes,0,18.30999852124128
15829,"[10,24]",0.033066112474383985,No,Yes,Yes,Yes,M,22,2000-01-01,1997-01-01,Driver,Yes,1,20.887103783404466
15830,"[25,39]",0.00020320846467006807,No,No,Yes,No,M,16,2000-01-01,1992-01-01,Driver,No,3,32.530036148351485
15831,"[10,24]",0.00020320846467006807,No,Yes,Yes,No,F,74,2000-01-01,1995-01-01,Driver,No,3,13.192334681698558
15832,"[10,24]",0.00020320846467006807,No,Yes,Yes,No,F,47,2000-01-01,1995-01-01,Passenger,No,3,19.691426871975057
15833,"[25,39]",0.00020320846467006807,No,Yes,Yes,Yes,F,25,2000-01-01,1994-01-01,Driver,Yes,2,30.33590454264567
15834,"[10,24]",0.009201732006530973,No,Yes,No,No,F,55,2000-01-01,1998-01-01,Driver,No,0,16.37697158601375
15835,"[10,24]",0.009201732006530973,No,Yes,No,Yes,M,34,2000-01-01,1990-01-01,Driver,Yes,0,11.525331992317525
15837,"[10,24]",0.02211092987654451,No,Yes,No,No,M,36,2000-01-01,1995-01-01,Driver,No,0,20.65885234735288
15839,"[10,24]",0.00018297401635826378,No,Yes,Yes,No,M,39,2000-01-01,2000-01-01,Driver,No,1,19.00048819362175
15840,"[10,24]",0.00018297401635826378,No,Yes,Yes,No,F,37,2000-01-01,2000-01-01,Passenger,No,3,18.611183573593518
15841,"[25,39]",0.00018297401635826378,No,Yes,No,Yes,M,42,2000-01-01,2000-01-01,Driver,Yes,2,31.625496980098543
15842,"[25,39]",0.00018297401635826378,No,Yes,Yes,Yes,M,23,2000-01-01,2000-01-01,Passenger,Yes,3,30.487727406020007
15843,"[10,24]",0.000550546334422674,No,No,No,No,F,97,2000-01-01,1988-01-01,Driver,No,5,16.717312713027063
15844,"[10,24]",0.000550546334422674,No,No,No,No,M,23,2000-01-01,1988-01-01,Passenger,No,1,22.044779616600813
15845,"[10,24]",0.000550546334422674,No,No,Yes,Yes,M,22,2000-01-01,1989-01-01,Driver,No,3,17.45670626808764
15846,"[10,24]",0.000550546334422674,No,No,No,Yes,M,34,2000-01-01,1989-01-01,Passenger,No,3,18.16224738522079
15847,"[25,39]",0.002264875840223576,No,Yes,No,Yes,F,34,2000-01-01,1999-01-01,Driver,Yes,2,31.22746902588104
15848,"[10,24]",0.002264875840223576,No,Yes,Yes,Yes,F,38,2000-01-01,1994-01-01,Driver,Yes,0,15.985781030967516
15849,"[10,24]",0.007469258887864597,No,Yes,Yes,No,F,25,2000-01-01,1993-01-01,Driver,No,0,16.239461342278418
15850,"[10,24]",0.007469258887864597,No,Yes,Yes,Yes,M,39,2000-01-01,1998-01-01,Driver,No,0,16.881134679098036
15851,"[10,24]",0.007469258887864597,No,Yes,Yes,Yes,M,30,2000-01-01,1998-01-01,Passenger,No,0,16.605881199870684
15852,"[1,9]",0.017947921091793127,No,No,Yes,No,M,18,2000-01-01,1991-01-01,Driver,No,0,2.4526386599252654
15853,"[10,24]",0.017947921091793127,No,Yes,No,Yes,M,55,2000-01-01,1996-01-01,Driver,Yes,0,13.682529013909525
15854,"[25,39]",0.00016925398906686084,No,No,Yes,No,M,26,2000-01-01,1990-01-01,Driver,No,2,35.73205895832647
15855,"[25,39]",0.00016925398906686084,No,Yes,No,Yes,M,16,2000-01-01,1998-01-01,Driver,Yes,0,35.9475532765837
15856,"[40,54]",0.00019472416567680592,No,Yes,Yes,Yes,F,75,2000-01-01,1998-01-01,Driver,Yes,3,52.345890891239335
15857,"[10,24]",0.00019472416567680592,No,Yes,Yes,Yes,F,17,2000-01-01,1999-01-01,Driver,Yes,1,16.85347704397644
15858,"[55,inf]",0.00018297401635826378,No,Yes,No,Yes,M,39,2000-01-01,1998-01-01,Driver,Yes,3,57.35213598729241
15859,"[10,24]",0.00018297401635826378,No,Yes,No,No,M,38,2000-01-01,1999-01-01,Driver,No,3,18.01489648614951
15860,"[10,24]",0.00018297401635826378,No,No,Yes,Yes,F,27,2000-01-01,1991-01-01,Driver,No,1,11.699927374421314
15861,"[10,24]",0.00018297401635826378,No,No,Yes,Yes,M,27,2000-01-01,1991-01-01,Passenger,No,1,25.114217235774372
15862,"[10,24]",0.0030429603602455933,No,Yes,Yes,No,F,36,2000-01-01,1999-01-01,Driver,No,1,17.618974991176355
15863,"[10,24]",0.0030429603602455933,No,Yes,Yes,Yes,F,40,2000-01-01,1998-01-01,Driver,No,0,14.878490551447278
15864,"[25,39]",0.010035456939477766,No,Yes,Yes,No,F,25,2000-01-01,1999-01-01,Driver,Yes,0,29.25897075097799
15865,"[10,24]",0.010035456939477766,No,Yes,Yes,Yes,F,33,2000-01-01,1995-01-01,Driver,No,0,15.304866519684017
15866,"[10,24]",0.02411431305549746,No,Yes,Yes,Yes,M,25,2000-01-01,1994-01-01,Driver,Yes,0,14.661681657740028
15867,"[10,24]",0.02411431305549746,No,Yes,Yes,Yes,M,44,2000-01-01,1994-01-01,Passenger,Yes,0,15.237022872479907
15870,"[40,54]",0.0005493713194914232,No,No,No,Yes,M,28,2000-01-01,1990-01-01,Driver,No,3,47.83361103299914
15871,"[10,24]",0.0022600029841889405,No,Yes,No,No,F,24,2000-01-01,1998-01-01,Driver,No,1,18.081934708738014
15873,"[10,24]",0.10173168689581023,No,No,Yes,Yes,M,21,2000-01-01,1987-01-01,Driver,No,0,20.727564674304887
15874,"[25,39]",0.00026014484996536856,No,No,Yes,Yes,F,24,2000-01-01,1991-01-01,Driver,No,3,38.715468601942156
15875,"[25,39]",0.00026014484996536856,No,No,No,Yes,F,24,2000-01-01,1991-01-01,Passenger,No,2,29.583718341079173
15876,"[10,24]",0.00016925398906686084,No,Yes,Yes,No,F,74,2000-01-01,1993-01-01,Driver,No,0,23.49334393918311
15877,"[10,24]",0.00016925398906686084,No,Yes,Yes,Yes,F,41,2000-01-01,1996-01-01,Driver,Yes,3,18.132201508162662
15878,"[1,9]",0.0077648442617074395,No,Yes,Yes,No,F,32,2000-01-01,1998-01-01,Driver,No,0,2.5825347385627047
15882,"[25,39]",0.003321266102771126,No,Yes,Yes,Yes,F,21,2000-01-01,2000-01-01,Driver,Yes,0,32.63190982263876
15883,"[25,39]",0.003321266102771126,No,Yes,Yes,No,M,67,2000-01-01,1997-01-01,Driver,No,1,31.304438992630487
15886,"[10,24]",0.010953316397512632,No,Yes,No,Yes,F,28,2000-01-01,1997-01-01,Driver,Yes,0,13.375121321263174
15891,"[40,54]",0.00016925398906686084,No,Yes,Yes,Yes,F,27,2000-01-01,2000-01-01,Driver,Yes,3,43.47991298545555
15892,"[40,54]",0.00016925398906686084,No,Yes,Yes,Yes,F,34,2000-01-01,2000-01-01,Passenger,Yes,2,48.43112499048621
15893,"[25,39]",0.00018297401635826378,No,Yes,Yes,No,M,28,2000-01-01,1999-01-01,Driver,No,3,33.04478953072261
15894,"[25,39]",0.00018297401635826378,No,Yes,Yes,Yes,M,28,2000-01-01,1998-01-01,Driver,Yes,2,29.949381562024218
15895,"[25,39]",0.00018297401635826378,No,Yes,Yes,Yes,M,28,2000-01-01,1998-01-01,Passenger,Yes,2,31.01696257080067
15896,"[10,24]",0.004842651244936177,No,Yes,Yes,No,F,21,2000-01-01,1998-01-01,Driver,Yes,2,16.27419280940841
15897,"[10,24]",0.004842651244936177,No,No,No,Yes,M,31,2000-01-01,1987-01-01,Driver,No,1,17.67666142137307
15898,"[40,54]",0.00018297401635826378,No,Yes,No,Yes,M,37,2000-01-01,2000-01-01,Driver,Yes,3,48.54027472397274
15899,"[25,39]",0.004003103076203489,No,Yes,No,Yes,M,27,2000-01-01,2000-01-01,Driver,Yes,2,35.116470978358
15900,"[10,24]",0.004003103076203489,No,Yes,No,Yes,M,25,2000-01-01,1999-01-01,Driver,Yes,1,16.7866211341913
15901,"[10,24]",0.004003103076203489,No,Yes,No,Yes,F,30,2000-01-01,1999-01-01,Passenger,Yes,2,21.592585216550148
15902,"[10,24]",0.03172350239814306,No,No,Yes,No,M,33,2000-01-01,1994-01-01,Driver,No,0,19.21780630112485
15903,"[10,24]",0.03172350239814306,No,Yes,Yes,No,F,50,2000-01-01,1993-01-01,Driver,No,0,22.76885212567776
15905,"[10,24]",0.0022627850048416165,No,Yes,Yes,Yes,M,20,2000-01-01,2000-01-01,Driver,Yes,0,19.85162716815778
15906,"[10,24]",0.0022627850048416165,No,Yes,Yes,Yes,M,19,2000-01-01,2000-01-01,Passenger,Yes,0,17.083955802188225
15907,"[10,24]",0.0022627850048416165,No,Yes,Yes,No,M,34,2000-01-01,1996-01-01,Driver,No,1,15.530927495669069
15908,"[10,24]",0.0022627850048416165,No,Yes,Yes,No,M,42,2000-01-01,1996-01-01,Passenger,No,0,21.939090223291497
15909,"[10,24]",0.00746238159455454,No,Yes,Yes,Yes,F,35,2000-01-01,1995-01-01,Driver,No,0,17.25171120492365
15910,"[10,24]",0.00016925398906686084,No,No,Yes,Yes,M,21,2000-01-01,1995-01-01,Driver,No,1,15.741054884336886
15911,"[10,24]",0.00016925398906686084,No,No,No,Yes,M,21,2000-01-01,1995-01-01,Passenger,No,3,17.658676601971333
15912,"[10,24]",0.00016925398906686084,No,No,No,Yes,M,18,2000-01-01,1987-01-01,Driver,No,0,14.840354495823982
15913,"[10,24]",0.00016925398906686084,No,No,No,Yes,M,17,2000-01-01,1987-01-01,Passenger,No,0,22.008304450372858
15915,"[10,24]",0.00016925398906686084,No,No,No,Yes,M,47,2000-01-01,1988-01-01,Driver,No,1,16.126638524532538
15916,"[25,39]",0.00016925398906686084,No,Yes,Yes,No,M,20,2000-01-01,1996-01-01,Driver,Yes,3,34.212861859219785
15917,"[10,24]",0.0007599236274859924,No,Yes,Yes,No,M,30,2000-01-01,1996-01-01,Driver,No,3,15.757916225600606
15918,"[55,inf]",0.00019481056383363388,No,Yes,Yes,No,F,26,2000-01-01,1993-01-01,Driver,Yes,3,58.23176128233197
15919,"[25,39]",0.00019481056383363388,No,Yes,Yes,Yes,M,34,2000-01-01,1992-01-01,Driver,Yes,0,29.079560795823383
15920,"[25,39]",0.00019481056383363388,No,No,Yes,Yes,M,38,2000-01-01,1992-01-01,Passenger,No,1,36.78963790220531
15921,"[25,39]",0.00018297401635826378,No,Yes,No,Yes,M,32,2000-01-01,1999-01-01,Driver,Yes,0,26.722976315879677
15923,"[10,24]",0.008664646504951185,No,Yes,Yes,Yes,F,45,2000-01-01,1994-01-01,Driver,Yes,1,14.885183893749215
15924,"[10,24]",0.010234328216736789,No,Yes,Yes,Yes,M,24,2000-01-01,1996-01-01,Driver,No,0,17.740481745707275
15925,"[10,24]",0.010234328216736789,No,Yes,No,No,F,26,2000-01-01,1998-01-01,Driver,No,1,15.45936516650752
15926,"[10,24]",0.010234328216736789,No,Yes,No,No,F,27,2000-01-01,1998-01-01,Passenger,No,2,15.701563422808754
15927,"[10,24]",0.00019481056383363388,Yes,Yes,No,No,M,66,2000-01-01,1999-01-01,Driver,No,4,21.724915511673398
15928,"[40,54]",0.00019481056383363388,No,Yes,Yes,No,F,56,2000-01-01,1997-01-01,Driver,No,3,45.23686242403535
15929,"[40,54]",0.00019481056383363388,Yes,Yes,No,No,F,35,2000-01-01,1997-01-01,Passenger,No,4,46.66764442730128
15930,"[10,24]",0.00018297401635826378,No,Yes,Yes,Yes,M,22,2000-01-01,1998-01-01,Driver,Yes,1,17.48471518034738
15931,"[10,24]",0.00018297401635826378,No,Yes,Yes,Yes,F,44,2000-01-01,1997-01-01,Driver,No,3,19.5954645790778
15932,"[55,inf]",0.00018297401635826378,No,No,Yes,Yes,M,53,2000-01-01,1989-01-01,Driver,No,3,64.26267006654923
15933,"[55,inf]",0.00018297401635826378,No,No,Yes,Yes,F,41,2000-01-01,1989-01-01,Passenger,No,3,57.90467005850568
15934,"[40,54]",0.00018297401635826378,No,Yes,Yes,Yes,F,39,2000-01-01,2000-01-01,Driver,Yes,3,44.07478145905348
15935,"[40,54]",0.00018297401635826378,No,Yes,Yes,Yes,M,39,2000-01-01,2000-01-01,Passenger,Yes,1,46.705568206613066
15936,"[25,39]",0.00016925398906686084,No,Yes,No,No,F,25,2000-01-01,1993-01-01,Driver,No,3,27.068863822499534
15937,"[25,39]",0.00019481056383363388,No,Yes,No,No,M,35,2000-01-01,1992-01-01,Driver,No,2,37.59802677156204
15938,"[25,39]",0.00019481056383363388,Yes,Yes,No,No,F,23,2000-01-01,1992-01-01,Passenger,No,4,34.37592454012694
15940,"[10,24]",0.00018297401635826378,No,No,Yes,Yes,F,46,2000-01-01,1989-01-01,Driver,No,3,13.581122804816335
15941,"[10,24]",0.0027553754557093275,No,Yes,Yes,Yes,F,35,2000-01-01,1998-01-01,Driver,Yes,2,20.942167639929497
15944,"[40,54]",0.00016925398906686084,No,Yes,Yes,No,F,69,2000-01-01,1995-01-01,Driver,Yes,3,42.72408470902258
15946,"[25,39]",0.0004009220065676492,No,Yes,No,Yes,F,34,2000-01-01,1998-01-01,Driver,Yes,2,27.112942137525742
15947,"[40,54]",0.0013218917982241816,No,Yes,Yes,Yes,M,18,2000-01-01,2000-01-01,Driver,Yes,0,50.69147396936732
15948,"[10,24]",0.003176186317965654,No,Yes,Yes,Yes,M,24,2000-01-01,1996-01-01,Driver,Yes,2,17.249033210933387
15949,"[55,inf]",0.00019481056383363388,Yes,No,No,Yes,F,22,2000-01-01,1991-01-01,Driver,No,4,65.73968260923026
15950,"[55,inf]",0.00019481056383363388,Yes,No,No,Yes,M,23,2000-01-01,1991-01-01,Passenger,No,4,68.84270902793939
15951,"[40,54]",0.00018297401635826378,No,Yes,Yes,Yes,M,50,2000-01-01,1998-01-01,Driver,Yes,3,46.143934502424116
15952,"[25,39]",0.00018297401635826378,No,Yes,No,No,M,26,2000-01-01,1992-01-01,Driver,No,0,29.7847362398509
15953,"[25,39]",0.002411337995538296,No,No,Yes,No,F,19,2000-01-01,1992-01-01,Driver,No,3,36.95091489412579
15954,"[25,39]",0.002411337995538296,No,No,Yes,No,F,24,2000-01-01,1992-01-01,Passenger,No,3,32.674967504415015
15955,"[25,39]",0.002411337995538296,No,Yes,Yes,Yes,F,24,2000-01-01,1999-01-01,Driver,Yes,1,29.318298894432285
15956,"[10,24]",0.07862843962938952,No,No,Yes,No,M,72,2000-01-01,1988-01-01,Driver,No,0,14.02655791181536
15957,"[40,54]",0.00029185297349104927,Yes,Yes,Yes,Yes,M,41,2000-01-01,2000-01-01,Driver,Yes,4,45.24495458996767
15958,"[25,39]",0.0006263002382602144,No,Yes,Yes,Yes,M,22,2000-01-01,1998-01-01,Driver,Yes,2,36.51865159863508
15959,"[25,39]",0.0006263002382602144,No,Yes,Yes,Yes,F,22,2000-01-01,1998-01-01,Passenger,Yes,3,28.508401068100945
15960,"[55,inf]",0.00027410679209508514,No,Yes,Yes,Yes,M,24,2000-01-01,1998-01-01,Driver,Yes,3,61.14017490442815
15961,"[55,inf]",0.0003380068688270969,No,Yes,No,Yes,F,20,2000-01-01,1995-01-01,Driver,Yes,3,62.38151418782132
15962,"[55,inf]",0.0003380068688270969,No,No,No,Yes,F,17,2000-01-01,1995-01-01,Passenger,No,3,62.11428290028915
15963,"[40,54]",0.00029365005515226585,Yes,Yes,Yes,No,M,27,2000-01-01,1993-01-01,Driver,No,4,48.40221166047021
15964,"[25,39]",0.0003400977042171029,No,No,No,Yes,M,39,2000-01-01,1993-01-01,Driver,No,3,33.959202260401824
15965,"[25,39]",0.0003400977042171029,No,Yes,Yes,No,F,27,2000-01-01,1989-01-01,Driver,No,2,36.78181714754466
15966,"[55,inf]",0.0003400977042171029,No,No,No,Yes,M,29,2000-01-01,1995-01-01,Driver,No,3,57.19400034195425
15968,"[40,54]",0.00018297401635826378,No,Yes,No,Yes,M,21,2000-01-01,2000-01-01,Driver,Yes,3,43.76621417236525
15969,"[10,24]",0.00016925398906686084,No,No,Yes,No,M,19,2000-01-01,1987-01-01,Driver,No,1,15.814493285120527
15970,"[10,24]",0.00016925398906686084,No,No,No,No,M,18,2000-01-01,1987-01-01,Passenger,No,3,18.82620575848632
15971,"[10,24]",0.015697231828983707,No,No,No,Yes,M,19,2000-01-01,1991-01-01,Passenger,No,2,22.513104985765576
15972,"[10,24]",0.015697231828983707,No,No,Yes,Yes,F,30,2000-01-01,1991-01-01,Driver,No,1,10.549168971784617
15973,"[10,24]",0.015697231828983707,No,No,Yes,Yes,M,25,2000-01-01,1991-01-01,Passenger,No,1,15.810756649055076
15974,"[25,39]",0.00018297401635826378,No,Yes,Yes,No,F,50,2000-01-01,1997-01-01,Driver,Yes,3,35.302816671304946
15975,"[25,39]",0.00018297401635826378,No,Yes,Yes,No,F,30,2000-01-01,1997-01-01,Passenger,Yes,0,26.366845589499697
15976,"[10,24]",0.00018297401635826378,No,No,No,Yes,M,46,2000-01-01,1999-01-01,Driver,No,3,20.48429560903545
15977,"[25,39]",0.00040055913431017885,No,Yes,Yes,No,F,21,2000-01-01,1996-01-01,Driver,Yes,3,31.29490035129881
15979,"[10,24]",0.004600494491164693,No,Yes,Yes,Yes,F,47,2000-01-01,1997-01-01,Driver,No,0,13.403102870387189
15980,"[10,24]",0.004600494491164693,No,Yes,No,Yes,M,38,2000-01-01,1995-01-01,Driver,Yes,1,19.7232237426496
15981,"[10,24]",0.013057094234776096,No,No,Yes,No,F,61,2000-01-01,1989-01-01,Driver,No,1,14.117882009663052
15982,"[10,24]",0.013057094234776096,No,Yes,Yes,Yes,M,25,2000-01-01,1996-01-01,Driver,Yes,1,19.838664631119318
15983,"[10,24]",0.00016925398906686084,No,Yes,Yes,Yes,M,44,2000-01-01,2000-01-01,Driver,Yes,0,15.31874242830748
15984,"[10,24]",0.00016925398906686084,No,No,Yes,Yes,M,49,2000-01-01,2000-01-01,Passenger,No,1,17.03688477409709
15985,"[25,39]",0.00016925398906686084,No,Yes,No,Yes,F,21,2000-01-01,1992-01-01,Driver,Yes,3,32.56076818298204
15986,"[25,39]",0.00016925398906686084,No,No,Yes,Yes,F,24,2000-01-01,1992-01-01,Passenger,No,3,29.08301916246154
15987,"[10,24]",0.0074030433404941925,No,Yes,Yes,No,F,30,2000-01-01,2000-01-01,Driver,No,1,18.06356272992713
15988,"[10,24]",0.0074030433404941925,No,Yes,Yes,No,F,62,2000-01-01,2000-01-01,Passenger,No,0,11.348367709198135
15989,"[10,24]",0.0074030433404941925,No,Yes,Yes,Yes,F,43,2000-01-01,1991-01-01,Driver,Yes,1,19.557855834566467
15990,"[10,24]",0.0074030433404941925,No,No,Yes,Yes,F,25,2000-01-01,1991-01-01,Passenger,No,0,17.237823178709046
15991,"[25,39]",0.00016925398906686084,No,Yes,Yes,Yes,F,24,2000-01-01,1995-01-01,Driver,Yes,3,39.65893537330294
15992,"[25,39]",0.00017122386704173333,No,Yes,No,Yes,M,28,2000-01-01,1994-01-01,Driver,Yes,0,34.165361126306806
15993,"[25,39]",0.00017122386704173333,No,Yes,No,Yes,F,21,2000-01-01,1994-01-01,Passenger,Yes,1,33.202160234457416
15994,"[40,54]",0.00017122386704173333,No,No,Yes,No,F,17,2000-01-01,1992-01-01,Driver,No,3,50.90137605765696
15996,"[40,54]",6.777071415241189e-05,No,Yes,Yes,No,M,26,2000-01-01,1990-01-01,Driver,No,1,48.09903863945023
15997,"[40,54]",6.777071415241189e-05,No,Yes,No,No,M,76,2000-01-01,1990-01-01,Passenger,No,3,47.803341855000085
15998,"[25,39]",0.004351857875733706,No,Yes,Yes,Yes,M,33,2000-01-01,1994-01-01,Driver,Yes,2,39.251590253033996
15999,"[10,24]",0.0019370985131623329,No,Yes,Yes,Yes,F,82,2000-01-01,2000-01-01,Driver,No,0,16.467702545082982
16000,"[10,24]",0.0019370985131623329,No,Yes,Yes,Yes,M,84,2000-01-01,2000-01-01,Passenger,No,0,16.60817471238218
16001,"[25,39]",0.00018641266299719965,No,Yes,No,Yes,M,21,2000-01-01,1996-01-01,Driver,Yes,0,28.17510118337779
16002,"[25,39]",0.00018641266299719965,No,Yes,Yes,No,M,48,2000-01-01,1998-01-01,Driver,No,3,29.361043722390786
16003,"[25,39]",8.14734618121475e-05,No,Yes,No,Yes,M,35,2000-01-01,1999-01-01,Driver,Yes,3,37.8649656958501
16004,"[25,39]",8.14734618121475e-05,No,Yes,No,Yes,M,31,2000-01-01,1999-01-01,Passenger,Yes,3,29.49616703104133
16005,"[10,24]",0.00022325283703403454,No,No,Yes,No,F,26,2000-01-01,1993-01-01,Driver,No,1,21.013181034536487
16006,"[10,24]",0.00022325283703403454,No,No,Yes,No,F,19,2000-01-01,1993-01-01,Passenger,No,3,18.38128104109078
16007,"[10,24]",0.0010784909110410446,No,Yes,Yes,Yes,M,55,2000-01-01,1997-01-01,Driver,Yes,2,18.968483832256098
16009,"[40,54]",0.0018922060309123523,No,No,Yes,No,F,48,2000-01-01,1991-01-01,Driver,No,3,49.075066309868234
16010,"[10,24]",0.006126942565372566,No,No,Yes,No,M,16,2000-01-01,1990-01-01,Driver,No,0,9.151480276627705
16011,"[10,24]",0.0010654275097399246,No,Yes,Yes,No,F,63,2000-01-01,1998-01-01,Driver,No,2,20.41935884371594
16012,"[10,24]",0.0010654275097399246,No,Yes,Yes,No,F,31,2000-01-01,1998-01-01,Passenger,No,0,20.69193249283962
16013,"[10,24]",0.0003677796736422456,No,Yes,Yes,No,F,41,2000-01-01,1995-01-01,Driver,No,2,23.395043748907945
16014,"[10,24]",6.707952889829125e-05,Yes,No,No,Yes,M,30,2000-01-01,1989-01-01,Driver,No,4,17.91194765790707
16015,"[55,inf]",6.777071415241189e-05,No,Yes,No,Yes,M,61,2000-01-01,1990-01-01,Driver,Yes,3,61.15764888520334
16017,"[10,24]",0.020231268857992146,No,Yes,Yes,No,M,33,2000-01-01,1993-01-01,Driver,No,0,16.863172926540802
16018,"[10,24]",0.020231268857992146,No,Yes,Yes,No,F,35,2000-01-01,1993-01-01,Passenger,No,0,22.259606473133374
16019,"[10,24]",0.0021287123451914822,No,Yes,No,No,F,43,2000-01-01,1996-01-01,Driver,Yes,3,17.153709168379404
16020,"[25,39]",0.000563264143096482,No,No,No,Yes,M,28,2000-01-01,1989-01-01,Driver,No,3,37.519302856821426
16021,"[25,39]",0.0414324434233843,No,Yes,Yes,Yes,F,26,2000-01-01,1996-01-01,Driver,Yes,0,33.45934130435971
16022,"[10,24]",0.00018641266299719965,No,Yes,Yes,Yes,F,41,2000-01-01,1999-01-01,Driver,No,3,20.083873126326594
16023,"[10,24]",0.00018641266299719965,No,Yes,Yes,Yes,F,67,2000-01-01,1999-01-01,Passenger,No,3,19.794222774538625
16024,"[25,39]",0.003512275147700468,No,Yes,Yes,Yes,M,23,2000-01-01,1996-01-01,Driver,Yes,2,31.527071485889504
16026,"[10,24]",0.0001372521118083675,No,Yes,Yes,No,F,33,2000-01-01,1999-01-01,Driver,No,3,23.081102830700367
16027,"[10,24]",0.013555784395512239,No,Yes,No,Yes,M,23,2000-01-01,1998-01-01,Driver,No,2,13.76181890112434
16028,"[10,24]",0.013555784395512239,No,Yes,No,Yes,F,57,2000-01-01,1998-01-01,Passenger,No,2,15.391911405461888
16029,"[10,24]",0.0009978987104291858,No,Yes,Yes,Yes,F,45,2000-01-01,2000-01-01,Driver,Yes,2,23.168887119805547
16030,"[10,24]",0.00016916759091003294,No,No,No,Yes,M,41,2000-01-01,1993-01-01,Driver,No,3,14.273857000102055
16031,"[25,39]",0.00016916759091003294,No,No,No,Yes,M,20,2000-01-01,1990-01-01,Driver,No,3,37.07245849718581
16032,"[25,39]",0.00016916759091003294,No,Yes,Yes,Yes,F,37,2000-01-01,1994-01-01,Driver,Yes,3,29.730823192463816
16033,"[25,39]",0.003235870164645266,No,No,Yes,Yes,M,49,2000-01-01,1989-01-01,Driver,No,0,29.249954749279215
